length,lev_dist,sample_ms,total_ms,total_samples,lev_ball_arcs,productions,rank
37,2,2,15163,2,371,80,0
19,3,92,9291,210,305,67,2
19,2,5,4447,7,191,44,0
19,3,21,9498,48,305,87,1
19,2,9,4594,24,191,65,0
19,2,8,4368,21,191,54,0
19,1,2,2991,7,95,44,0
19,1,5,3163,16,95,77,0
19,1,3,3007,7,95,44,0
19,2,233,4801,369,191,741,17
19,4,297,26060,120,436,146,40
36,2,30,12264,31,361,159,0
35,2,53,10832,68,351,183,30
35,2,189,11511,170,351,220,88
36,2,2,11492,2,361,76,0
35,2,30,11372,31,351,215,24
35,2,129,11741,5,351,113,0
36,2,29,12044,34,361,189,0
36,2,1,11703,2,361,76,0
35,2,10,19171,15,351,86,0
34,3,4682,51502,2034,545,2020,318
33,3,9585,84996,5191,529,2286,2376
34,2,4,24333,4,341,98,0
35,2,232,22427,42,351,110,0
34,2,73,15225,92,341,234,33
34,2,32,20841,44,341,102,0
34,1,2,5781,2,170,77,0
33,3,373,64630,181,529,404,61
39,2,4641,22162,1895,391,1938,20
39,2,41,15430,49,391,90,0
38,3,11788,69388,13993,609,812,261
38,2,22,16019,28,381,148,0
37,3,11,46638,14,593,86,0
38,3,3,49163,3,609,81,0
39,2,46,16491,49,391,109,0
26,3,80,20004,130,417,172,7
27,2,0,8230,1,271,54,0
27,2,13,10807,18,271,131,0
25,2,1,7155,2,251,56,0
27,3,753,23026,457,433,959,10
26,3,12522,33234,16157,417,755,8030
26,1,0,4240,1,130,54,0
26,2,143,7658,32,261,88,1
26,2,1,7974,1,261,54,0
25,2,1,7359,2,251,56,0
27,2,145,9070,182,271,177,61
27,3,1,23009,2,433,58,0
27,1,1,4599,2,135,58,0
27,1,1,3995,2,135,58,0
28,1,6,4374,7,140,62,0
27,3,27,24051,34,433,95,3
26,4,2479,65394,2000,597,475,578
28,2,13,10073,16,281,87,0
27,3,627,26197,186,433,1183,37
28,1,15,4279,28,140,129,0
23,3,1190,14294,1440,369,198,38
23,2,1,5284,3,231,59,0
23,1,0,3238,2,115,52,0
23,3,8792,22468,5657,369,2090,429
