length, lev_dist, lev_margin, lang_size, time
67, 3, 2, 37384626, 1m 31.543568541s
52, 1, 0, 11, 5.751283583s
30, 2, 0, 1188, 754.057541ms
14, 3, 2, 888395, 19.137928750s
66, 3, 2, 25924466, 7m 40.005451625s
69, 2, 1, 87204, 10.016322459s
27, 1, 0, 28, 280.066125ms
29, 2, 1, 3004, 927.622875ms
94, 2, 1, 89167, 17.483002708s
23, 2, 1, 9177, 1.015603042s
70, 2, 1, 74528, 6.221537875s
59, 2, 1, 787, 2.943336584s
57, 2, 1, 14931, 3.121689041s
35, 2, 1, 2098, 917.180583ms
13, 1, 0, 7, 51.446667ms
76, 2, 1, 73917, 8.149024917s
41, 2, 0, 170, 1.864891709s
94, 3, 2, 15843983, 1m 18.579350958s
48, 1, 0, 34, 1.014788708s
81, 3, 2, 39292365, 1m 50.301495792s
48, 2, 1, 66450, 3.466069625s
93, 1, 0, 12, 5.896307917s
75, 1, 0, 186, 3.458110250s
46, 2, 1, 23126, 1.797224417s
12, 1, 0, 58, 55.716500ms
19, 1, 0, 7, 76.000708ms
49, 1, 0, 39, 883.194209ms
9, 1, 0, 5, 13.135ms
52, 2, 0, 88, 3.364687750s
44, 2, 0, 49, 1.976497459s
19, 2, 0, 8, 320.914250ms
71, 3, 1, 91589, 13.860420s
40, 2, 0, 18, 2.128793708s
43, 2, 1, 3371, 1.889816958s
41, 2, 0, 2665, 2.474240083s
19, 2, 1, 12722, 175.919875ms
24, 3, 2, 263184, 6.549167250s
22, 2, 1, 26388, 914.644250ms
28, 2, 1, 27925, 1.397005750s
17, 2, 1, 3890, 403.153125ms
31, 3, 2, 5876139, 23.729143167s
69, 3, 2, 7515243, 1m 25.565299375s
25, 3, 1, 15623, 1.068405375s
17, 1, 0, 2, 182.206625ms
91, 2, 1, 72620, 11.818525167s
85, 1, 0, 7, 5.094786500s
11, 2, 0, 208, 61.678084ms
45, 1, 0, 29, 864.103ms
83, 2, 1, 4977, 9.635849625s
22, 2, 1, 28132, 383.357375ms
46, 2, 1, 40690, 2.209686834s
93, 3, 0, 584, 49.758628500s
66, 1, 0, 21, 2.779569500s
12, 1, 0, 12, 39.482458ms
27, 1, 0, 20, 377.785625ms
43, 1, 0, 27, 881.257625ms
17, 1, 0, 64, 103.841250ms
56, 3, 0, 6, 11.549707500s
6, 1, 0, 4, 7.318375ms
31, 2, 1, 56884, 1.796088917s
32, 2, 1, 27952, 1.715692708s
44, 1, 0, 102, 833.673625ms
22, 1, 0, 12, 159.223083ms
74, 1, 0, 16, 3.589189709s
19, 1, 0, 43, 401.068792ms
54, 2, 1, 4754, 3.642770417s
67, 1, 0, 46, 3.314641292s
97, 2, 1, 48370, 13.742290500s
11, 1, 0, 5, 44.368708ms
47, 1, 0, 2, 1.091578542s
24, 2, 0, 165, 649.315667ms
8, 3, 1, 90138, 698.162375ms
96, 2, 1, 92208, 13.454503042s
26, 2, 1, 49506, 2.270215792s
29, 2, 1, 51593, 1.043164250s
31, 3, 1, 32419, 1.550954292s
43, 3, 2, 2284542, 8.042497833s
88, 1, 0, 49, 4.275374583s
33, 1, 0, 22, 421.953083ms
59, 2, 1, 37403, 5.726383375s
50, 2, 1, 18312, 2.499199500s
39, 2, 1, 33715, 1.138984875s
59, 3, 2, 16528827, 42.731373709s
31, 3, 2, 2447515, 29.713524875s
17, 2, 1, 1528, 315.496292ms
26, 2, 1, 8608, 594.500500ms
9, 2, 0, 795, 163.409ms
24, 2, 1, 27639, 5.837914250s
19, 1, 0, 3, 61.310959ms
82, 2, 0, 17, 18.297198542s
30, 3, 0, 5040, 6.844843208s
23, 3, 2, 2205211, 53.825404583s
44, 2, 1, 9881, 6.646337541s
18, 2, 1, 30284, 489.992ms
44, 1, 0, 41, 641.412500ms
8, 1, 0, 59, 23.890667ms
33, 2, 1, 28945, 745.898042ms
42, 2, 1, 4585, 1.041388792s
60, 1, 0, 39, 1.551944166s
27, 1, 0, 109, 161.704333ms
57, 2, 1, 58201, 2.756018083s
40, 2, 1, 28244, 2.681207542s
6, 2, 1, 7901, 250.958834ms
92, 2, 1, 94511, 19.548255500s
77, 1, 0, 36, 2.889052958s
22, 3, 1, 190269, 2.861246750s
68, 1, 0, 35, 2.242321542s
52, 1, 0, 102, 832.799ms
89, 3, 2, 16744354, 1m 38.956159792s
34, 1, 0, 4, 419.652500ms
74, 1, 0, 26, 2.604182250s
21, 1, 0, 35, 80.842167ms
18, 1, 0, 18, 66.642167ms
30, 1, 0, 34, 219.706250ms
46, 1, 0, 27, 745.249083ms
67, 2, 0, 532, 6.057110375s
43, 1, 0, 35, 544.775708ms
78, 1, 0, 28, 2.870322542s
27, 1, 0, 99, 327.44ms
14, 2, 0, 5, 102.582375ms
98, 1, 0, 16, 5.515694875s
52, 1, 0, 110, 959.771958ms
25, 3, 2, 1763806, 8.461707084s
42, 2, 1, 724, 1.112149875s
49, 2, 1, 40938, 1.557246667s
14, 1, 0, 61, 43.389166ms
12, 2, 1, 6459, 167.998917ms
78, 1, 0, 11, 2.840183583s
94, 1, 0, 35, 5.065565250s
48, 1, 0, 31, 707.599042ms
29, 3, 1, 72525, 999.004083ms
13, 1, 0, 14, 27.369583ms
95, 2, 1, 2240, 8.608208459s
47, 1, 0, 64, 757.698209ms
67, 1, 0, 3, 1.892346958s
41, 3, 1, 385514, 24.497966833s
45, 2, 1, 30984, 1.614104375s
27, 2, 1, 40215, 3.755503459s
40, 2, 0, 49, 1.408756916s
27, 2, 1, 19040, 763.640375ms
17, 2, 1, 16115, 717.000625ms
33, 2, 1, 37518, 1.340617375s
45, 2, 1, 5867, 1.465662166s
38, 2, 1, 42751, 2.204240791s
65, 2, 1, 27138, 3.868644792s
56, 3, 2, 10538801, 1m 4.770646375s
88, 1, 0, 59, 4.348783250s
61, 2, 0, 3481, 4.569236917s
14, 1, 0, 5, 26.709292ms
30, 1, 0, 71, 191.419167ms
13, 1, 0, 3, 168.189667ms
84, 1, 0, 22, 3.807865667s
34, 2, 1, 13238, 812.551708ms
4, 1, 0, 50, 3.808417ms
75, 2, 1, 42158, 5.386788416s
56, 2, 0, 33, 4.563351833s
41, 3, 2, 159580, 7.285170917s
30, 2, 1, 6091, 785.360666ms
26, 2, 1, 10043, 1.174675334s
49, 1, 0, 35, 907.939625ms
14, 2, 1, 1789, 299.302666ms
27, 1, 0, 78, 172.259208ms
23, 3, 0, 74472, 1.104778458s
36, 1, 0, 3, 533.510916ms
21, 3, 2, 1014561, 30.526188417s
24, 1, 0, 5, 122.182167ms
48, 1, 0, 26, 1.055458583s
14, 3, 2, 44983, 956.907250ms
76, 3, 0, 55623, 22.079224917s
22, 2, 1, 596, 206.867500ms
60, 2, 1, 28250, 3.413734875s
35, 1, 0, 73, 532.775458ms
35, 2, 1, 36007, 2.482296417s
58, 2, 1, 8981, 3.060657042s
23, 1, 0, 68, 107.845833ms
73, 2, 0, 9, 9.152242500s
25, 3, 2, 1700293, 21.423698125s
93, 1, 0, 8, 5.623240958s
70, 2, 0, 729, 8.136289709s
69, 3, 2, 333032, 32.067346167s
47, 1, 0, 6, 1.262521459s
20, 3, 2, 1377913, 31.934421416s
5, 1, 0, 56, 37.634666ms
47, 2, 1, 60901, 3.566293375s
62, 1, 0, 14, 2.806679917s
57, 2, 1, 1397, 3.810139500s
61, 1, 0, 8, 2.319983750s
6, 1, 0, 4, 237.410042ms
51, 2, 1, 853, 2.880297375s
11, 3, 2, 2751407, 7.731636583s
52, 1, 0, 28, 1.717034500s
91, 1, 0, 19, 7.323113084s
25, 1, 0, 124, 345.261875ms
39, 1, 0, 64, 726.509459ms
7, 2, 1, 710, 75.722375ms
45, 3, 2, 9099017, 16.134339750s
10, 2, 1, 9626, 414.279666ms
30, 2, 0, 100, 1.102867500s
21, 1, 0, 86, 348.205209ms
87, 3, 2, 66798957, 1m 27.868871583s
69, 2, 1, 44665, 6.308983709s
34, 2, 1, 26697, 1.357307750s
47, 2, 1, 6037, 1.910418417s
39, 3, 2, 7381880, 4m 54.933314417s
24, 2, 1, 22263, 883.760083ms
39, 2, 1, 1297, 1.210626708s
60, 1, 0, 101, 2.126248916s
59, 3, 1, 46356, 10.570071167s
93, 1, 0, 15, 7.965390541s
7, 3, 1, 296052, 5.849566875s
28, 1, 0, 99, 422.583667ms
9, 1, 0, 5, 38.494458ms
74, 2, 1, 62538, 7.796883458s
46, 1, 0, 2, 976.812ms
23, 1, 0, 102, 178.134292ms
57, 1, 0, 27, 1.857184709s
40, 1, 0, 2, 685.831ms
12, 3, 2, 1777382, 41.932135333s
52, 3, 0, 30653, 15.358905042s
22, 2, 1, 17030, 2.105915042s
34, 2, 1, 45714, 9.924471833s
88, 3, 1, 180784, 32.781351666s
41, 1, 0, 16, 593.316792ms
43, 3, 2, 4310344, 32.596318333s
20, 1, 0, 26, 88.228083ms
31, 2, 1, 26353, 993.019833ms
14, 2, 1, 6696, 237.092583ms
91, 1, 0, 58, 5.375215458s
8, 3, 1, 8403, 616.540709ms
42, 1, 0, 41, 697.172125ms
12, 2, 0, 257, 105.617125ms
52, 1, 0, 3, 1.121364166s
56, 3, 2, 2657979, 36.998393250s
77, 3, 1, 1979704, 1m 10.009626792s
6, 1, 0, 15, 5.750167ms
7, 1, 0, 39, 7.927084ms
48, 1, 0, 3, 958.912208ms
23, 3, 2, 2540438, 11.730803458s
75, 1, 0, 2, 3.296148042s
50, 2, 1, 39086, 2.393340208s
86, 1, 0, 4, 4.874639167s
85, 1, 0, 4, 4.853210625s
92, 2, 0, 176, 18.352412375s
51, 1, 0, 27, 1.317904167s
23, 2, 1, 10751, 720.757375ms
78, 1, 0, 2, 4.105741167s
28, 1, 0, 32, 261.223292ms
16, 3, 1, 41928, 769.415375ms
16, 2, 1, 2499, 184.188792ms
94, 2, 1, 13516, 11.700029333s
35, 2, 0, 4761, 1.584039375s
37, 2, 1, 3071, 1.488899625s
96, 1, 0, 11, 8.462669667s
40, 2, 1, 4259, 1.842932584s
43, 2, 1, 3749, 2.534029084s
78, 2, 1, 4788, 8.997386542s
62, 2, 1, 2641, 5.020050041s
43, 1, 0, 3, 666.520708ms
30, 3, 2, 1720689, 1m 14.473861709s
51, 1, 0, 19, 1.671270875s
94, 1, 0, 30, 7.334325125s
11, 2, 1, 3789, 313.433083ms
46, 1, 0, 63, 1.143939667s
88, 3, 2, 21333512, 42.460442459s
32, 1, 0, 3, 529.539459ms
84, 3, 1, 59215, 26.266338750s
55, 1, 0, 35, 2.006786500s
65, 2, 0, 8249, 10.817049125s
20, 1, 0, 20, 95.852375ms
52, 1, 0, 40, 1.419265375s
52, 3, 2, 1077453, 25.944555500s
29, 1, 0, 8, 535.417375ms
15, 1, 0, 34, 68.486ms
92, 2, 1, 25926, 12.898115583s
80, 3, 1, 1679369, 32.417016584s
19, 2, 0, 271, 320.215250ms
18, 2, 0, 238, 260.597584ms
75, 1, 0, 13, 4.538507708s
38, 2, 0, 104, 2.831968084s
95, 1, 0, 2, 9.474318083s
70, 2, 1, 19966, 8.131015542s
79, 2, 0, 26, 16.594467458s
43, 2, 0, 784, 3.437736250s
48, 2, 1, 35187, 2.512707375s
21, 1, 0, 27, 149.624041ms
73, 3, 2, 2618201, 20.453466542s
33, 3, 2, 6200603, 25.195365584s
62, 3, 2, 30414903, 1m 14.661539125s
17, 1, 0, 6, 45.299792ms
23, 3, 2, 7607726, 6m 16.364052375s
16, 2, 1, 12158, 984.795042ms
9, 2, 0, 395, 34.636042ms
93, 1, 0, 33, 8.404794792s
37, 3, 2, 1995762, 30.466389125s
56, 2, 1, 67725, 8.877045334s
97, 1, 0, 64, 14.745356666s
11, 3, 2, 127838, 9.581475334s
24, 3, 1, 10422, 895.002583ms
17, 3, 2, 1147370, 16.989324375s
60, 1, 0, 16, 1.836203375s
70, 1, 0, 91, 3.272669458s
50, 1, 0, 102, 1.307330416s
41, 2, 1, 50414, 13.328922750s
82, 2, 1, 20492, 13.458278334s
5, 2, 1, 4992, 145.806125ms
16, 3, 1, 41928, 807.252625ms
54, 2, 0, 784, 4.399584375s
97, 1, 0, 14, 7.119869500s
69, 3, 2, 44363444, 17m 21.031485500s
55, 1, 0, 31, 1.169701625s
22, 1, 0, 29, 117.893291ms
47, 1, 0, 3, 881.768208ms
73, 3, 1, 132242, 20.149789167s
62, 2, 1, 54473, 7.790801833s
94, 2, 1, 125435, 12.830591208s
61, 1, 0, 90, 2.860120500s
77, 1, 0, 15, 5.681325667s
47, 2, 1, 6350, 2.143323958s
43, 1, 0, 95, 939.916375ms
52, 1, 0, 30, 1.495105458s
11, 2, 1, 7142, 749.586ms
32, 3, 1, 389769, 18.389546292s
82, 1, 0, 8, 6.793143s
29, 2, 1, 10162, 809.350166ms
42, 2, 0, 73, 2.857014666s
59, 3, 2, 3567728, 1m 12.094151666s
52, 2, 1, 35010, 3.195246792s
86, 2, 1, 21786, 12.207740500s
7, 2, 1, 690, 78.161125ms
35, 3, 2, 1298229, 20.906869292s
64, 3, 2, 3913902, 44.526985333s
61, 1, 0, 61, 3.539545750s
80, 1, 0, 3, 6.812375875s
16, 1, 0, 2, 43.746500ms
5, 1, 0, 12, 3.812ms
48, 1, 0, 35, 1.800452125s
40, 2, 0, 1341, 3.185819416s
75, 1, 0, 15, 6.409300083s
6, 2, 1, 4406, 67.690042ms
33, 1, 0, 64, 702.093167ms
13, 2, 1, 16676, 420.278ms
36, 2, 0, 1630, 1.845553708s
28, 2, 1, 3336, 675.532709ms
32, 2, 0, 8100, 1.742359792s
77, 1, 0, 4, 5.675621875s
48, 2, 1, 26566, 7.219083875s
54, 1, 0, 35, 2.504555667s
28, 2, 1, 9036, 1.944218417s
26, 2, 1, 13072, 2.452042375s
16, 3, 2, 382593, 8.334996042s
36, 2, 1, 32051, 1.490449375s
60, 2, 0, 49, 10.216739584s
27, 3, 2, 9884594, 31.768210666s
36, 1, 0, 110, 1.224643916s
19, 3, 1, 709326, 45.417616875s
43, 2, 1, 41012, 2.817684667s
54, 3, 0, 112, 16.617985417s
35, 2, 1, 7572, 1.378323958s
50, 2, 1, 68008, 3.393170250s
56, 2, 1, 386, 3.276450417s
59, 2, 1, 622, 3.742699708s
24, 2, 1, 3816, 6.704761291s
92, 1, 0, 36, 13.136365458s
59, 3, 2, 2083641, 26.760938875s
84, 2, 1, 2625, 17.535660333s
38, 3, 1, 63652, 4.433707125s
96, 2, 1, 143215, 26.969379584s
85, 2, 1, 47711, 9.687020708s
29, 2, 1, 3479, 757.760541ms
11, 2, 1, 12933, 605.211ms
67, 1, 0, 47, 2.680713708s
25, 1, 0, 35, 138.823875ms
24, 2, 1, 2923, 494.245625ms
15, 2, 1, 1004, 141.071708ms
19, 2, 1, 8889, 483.401ms
7, 2, 1, 7588, 112.874958ms
40, 1, 0, 15, 626.373750ms
16, 1, 0, 90, 35.923292ms
45, 1, 0, 5, 892.559125ms
22, 2, 1, 5598, 596.670084ms
58, 1, 0, 81, 1.896760750s
51, 3, 1, 25246, 7.097124750s
72, 3, 1, 1269432, 14.649459958s
5, 1, 0, 41, 20.050125ms
60, 1, 0, 27, 2.432831416s
86, 2, 0, 22, 16.492411792s
58, 2, 1, 6947, 4.469196334s
44, 2, 1, 970, 2.683374750s
34, 1, 0, 27, 529.831959ms
31, 3, 0, 583, 3.830352791s
34, 1, 0, 7, 646.775375ms
10, 2, 0, 186, 136.955208ms
75, 1, 0, 14, 5.331880500s
78, 1, 0, 2, 6.091466791s
28, 1, 0, 67, 453.168166ms
90, 2, 1, 3316, 15.897828041s
79, 3, 2, 433257, 55.698455750s
47, 1, 0, 94, 1.779393625s
60, 3, 2, 29115490, 1m 48.950594708s
6, 1, 0, 32, 5.512792ms
71, 1, 0, 26, 4.378629542s
51, 2, 0, 1090, 5.372002083s
51, 1, 0, 61, 1.761228250s
45, 2, 0, 208, 3.449292666s
54, 1, 0, 7, 1.739250208s
7, 1, 0, 2, 6.526375ms
25, 2, 0, 165, 586.152167ms
25, 2, 1, 8877, 1.016670666s
70, 1, 0, 151, 4.418237541s
15, 3, 1, 14381, 663.162666ms
88, 1, 0, 2, 7.372901125s
30, 3, 1, 894596, 33.599608542s
53, 2, 1, 57561, 3.814901834s
31, 2, 1, 8492, 941.468083ms
28, 1, 0, 77, 387.906833ms
42, 2, 1, 734, 1.922774625s
18, 1, 0, 69, 47.910917ms
42, 3, 2, 6481432, 57.819026500s
84, 1, 0, 4, 5.735761375s
20, 2, 1, 13284, 1.000821958s
95, 1, 0, 22, 6.500823834s
25, 2, 0, 1239, 557.640875ms
25, 1, 0, 36, 185.472916ms
15, 1, 0, 27, 99.528459ms
80, 3, 1, 179023, 32.218299583s
82, 2, 1, 52973, 13.042216708s
52, 3, 2, 1777430, 14.125673792s
47, 2, 0, 58, 7.329075250s
43, 1, 0, 5, 693.500125ms
50, 2, 1, 9408, 1.862789583s
47, 1, 0, 22, 850.293166ms
45, 1, 0, 34, 965.763500ms
62, 1, 0, 2, 1.839915416s
25, 2, 1, 13443, 530.960709ms
19, 1, 0, 82, 127.933042ms
18, 1, 0, 24, 45.047584ms
65, 1, 0, 42, 2.427336208s
64, 3, 2, 13315278, 2m 2.322799542s
29, 1, 0, 15, 210.190250ms
58, 1, 0, 32, 1.746393709s
19, 2, 1, 23460, 269.972875ms
67, 2, 0, 4, 6.842309541s
27, 1, 0, 121, 161.409875ms
35, 2, 1, 31010, 2.726671542s
54, 3, 0, 39304, 9.026619583s
30, 1, 0, 78, 234.206750ms
55, 2, 1, 20360, 2.972201459s
31, 2, 1, 47870, 2.600570833s
28, 2, 1, 26033, 930.075125ms
12, 1, 0, 32, 21.263500ms
28, 1, 0, 7, 211.584959ms
71, 1, 0, 41, 3.484995250s
84, 3, 1, 1245491, 49.044321625s
63, 2, 1, 14779, 4.391715500s
52, 2, 1, 14366, 2.708474208s
8, 1, 0, 36, 22.249458ms
84, 3, 1, 1474956, 2m 22.427961542s
67, 3, 1, 5633, 14.128908834s
54, 2, 1, 1248, 3.134614291s
76, 2, 1, 71780, 7.875786916s
20, 1, 0, 68, 133.188500ms
41, 2, 1, 12712, 3.763443250s
25, 1, 0, 30, 205.988625ms
47, 2, 1, 37732, 3.472596375s
24, 2, 0, 6, 666.344417ms
81, 3, 2, 50417390, 4m 21.096175875s
39, 1, 0, 38, 504.488667ms
42, 2, 0, 3721, 2.933185250s
39, 3, 2, 2507633, 2m 9.576141750s
62, 1, 0, 26, 2.943238084s
15, 2, 0, 246, 400.827209ms
26, 2, 1, 13362, 774.904ms
47, 1, 0, 27, 1.116449875s
27, 2, 1, 15684, 897.798208ms
43, 1, 0, 15, 1.038757917s
17, 2, 1, 2153, 441.820500ms
69, 2, 1, 16952, 5.814392667s
49, 2, 1, 6328, 2.709203959s
80, 2, 0, 68, 16.942838125s
44, 3, 2, 5205210, 45.141932708s
96, 2, 0, 9592, 28.519358666s
56, 3, 0, 153, 13.763094792s
82, 1, 0, 22, 5.585164792s
27, 3, 0, 480, 2.045445375s
65, 3, 1, 5755960, 27.630618917s
56, 1, 0, 26, 1.633969334s
54, 2, 1, 7291, 3.097110375s
15, 3, 0, 74088, 458.925167ms
85, 1, 0, 46, 6.000640291s
13, 3, 2, 7209, 680.352333ms
8, 2, 1, 3600, 290.959708ms
55, 3, 2, 4248729, 25.907258333s
8, 3, 1, 374393, 823.333708ms
20, 1, 0, 13, 98.398167ms
52, 2, 0, 67, 4.413738792s
17, 2, 1, 16028, 418.442750ms
15, 2, 1, 12990, 934.808542ms
26, 2, 0, 30, 656.477542ms
11, 2, 1, 10391, 660.923417ms
20, 3, 2, 1082789, 14.580873334s
10, 2, 1, 6537, 145.191542ms
68, 3, 2, 37798602, 57.905485834s
50, 1, 0, 37, 1.207164334s
65, 1, 0, 66, 2.426863834s
36, 2, 1, 1547, 1.000875625s
40, 1, 0, 30, 732.676500ms
5, 1, 0, 59, 32.392833ms
57, 2, 1, 87084, 12.567608s
90, 2, 0, 51, 25.686868542s
30, 3, 2, 4779899, 1m 33.171532208s
73, 1, 0, 4, 3.692271417s
66, 1, 0, 2, 2.850662792s
31, 1, 0, 51, 271.881416ms
24, 2, 1, 2867, 346.170417ms
42, 1, 0, 127, 674.224958ms
69, 2, 1, 48097, 6.507273s
86, 2, 0, 1178, 22.736654125s
28, 1, 0, 3, 219.894333ms
17, 2, 1, 16978, 1.579014084s
16, 1, 0, 45, 68.743250ms
32, 2, 0, 841, 1.183832708s
24, 3, 1, 54806, 4.195065625s
57, 3, 0, 1682, 12.767508916s
5, 2, 1, 4661, 547.318417ms
21, 1, 0, 30, 134.389458ms
77, 2, 1, 37780, 8.601412458s
53, 1, 0, 138, 1.418835792s
81, 2, 1, 74672, 9.402187875s
14, 3, 2, 1046509, 7.413320667s
65, 1, 0, 34, 2.291951708s
32, 3, 1, 6247, 2.256828375s
56, 3, 1, 93097, 13.212011792s
41, 2, 1, 10576, 1.276074292s
27, 2, 1, 19719, 753.501167ms
93, 2, 1, 26088, 12.210545542s
28, 2, 1, 3729, 619.806250ms
66, 3, 2, 911667, 1m 3.430941250s
67, 2, 1, 102930, 7.624419250s
18, 2, 1, 16811, 1.993634458s
31, 2, 1, 24375, 1.065267625s
23, 1, 0, 11, 82.649958ms
13, 3, 1, 366279, 5.461491417s
66, 3, 2, 28290350, 53.938874333s
22, 2, 1, 10580, 859.011583ms
47, 2, 0, 5451, 3.077965292s
82, 2, 0, 314, 14.553562459s
9, 1, 0, 35, 29.598167ms
8, 2, 1, 5195, 159.899375ms
23, 2, 0, 40, 825.480208ms
69, 2, 0, 1149, 9.466077583s
10, 1, 0, 49, 14.238625ms
69, 1, 0, 5, 3.337224042s
38, 2, 1, 46523, 6.009310500s
19, 1, 0, 6, 135.626375ms
4, 2, 1, 525, 32.554167ms
38, 2, 1, 6454, 1.486920458s
6, 2, 1, 4679, 172.777166ms
57, 3, 1, 126081, 9.063127s
38, 2, 1, 37644, 2.379918667s
63, 2, 0, 49, 8.255601750s
50, 2, 1, 588, 2.991885875s
44, 1, 0, 16, 1.065348208s
65, 1, 0, 4, 3.150972583s
20, 1, 0, 48, 150.576583ms
12, 2, 1, 6384, 519.149250ms
48, 2, 1, 38131, 2.240618791s
70, 2, 1, 21409, 6.516971500s
47, 2, 1, 33984, 2.421370125s
52, 2, 1, 1007, 2.533634458s
18, 1, 0, 30, 207.772291ms
71, 2, 1, 2878, 6.593223917s
46, 3, 2, 12240615, 6m 42.600452s
91, 2, 1, 71353, 18.526899125s
58, 3, 2, 17761165, 39.186479208s
8, 1, 0, 11, 9.414500ms
36, 3, 1, 149794, 6.263344583s
27, 3, 2, 1053551, 27.863731750s
9, 2, 1, 5860, 124.841834ms
96, 3, 2, 48850214, 2m 40.379968333s
90, 2, 0, 165, 17.824210167s
78, 3, 2, 2999069, 29.480071667s
35, 3, 1, 5036, 2.339412875s
50, 1, 0, 48, 927.627833ms
27, 1, 0, 2, 368.401625ms
9, 1, 0, 63, 12.642792ms
6, 2, 1, 1005, 22.707709ms
49, 3, 1, 1364783, 34.196161125s
39, 1, 0, 34, 674.661959ms
31, 1, 0, 76, 244.686333ms
33, 2, 1, 3153, 1.603935s
76, 3, 1, 931535, 17.542101667s
11, 2, 1, 7733, 210.680375ms
68, 1, 0, 2, 2.892483459s
17, 1, 0, 48, 76.041542ms
80, 2, 1, 17154, 8.339317500s
17, 3, 2, 1493715, 11.999429750s
34, 1, 0, 28, 271.877833ms
66, 3, 1, 74774, 12.968037667s
85, 2, 0, 64, 16.569359375s
95, 1, 0, 61, 6.895763250s
40, 1, 0, 12, 786.958250ms
14, 3, 2, 413855, 4.231200041s
87, 2, 1, 13425, 9.842100875s
21, 3, 1, 589, 801.863209ms
60, 2, 1, 88430, 5.762299875s
46, 2, 1, 41961, 8.046762167s
30, 3, 1, 15757, 6.986733333s
58, 2, 1, 20175, 3.893300792s
24, 3, 1, 98501, 8.065096083s
80, 1, 0, 19, 4.940818042s
42, 2, 0, 49, 2.559994417s
43, 2, 1, 35448, 1.884117292s
99, 3, 0, 1061208, 1m 5.262623709s
45, 3, 0, 73, 6.895362875s
65, 1, 0, 7, 2.855702792s
77, 3, 1, 195655, 41.927553042s
46, 1, 0, 2, 959.894291ms
7, 1, 0, 35, 20.798417ms
48, 2, 1, 2322, 2.225392875s
8, 2, 1, 5195, 160.833333ms
80, 1, 0, 37, 5.135751292s
63, 1, 0, 27, 2.673708917s
88, 2, 0, 4, 20.758229834s
95, 3, 1, 285565, 1m 15.687303583s
67, 1, 0, 4, 2.973615708s
97, 2, 0, 90, 27.188905625s
36, 2, 1, 18994, 1.342578750s
43, 1, 0, 88, 572.364292ms
71, 3, 2, 14616945, 2m 5.707485042s
38, 2, 1, 26930, 1.445284500s
47, 3, 2, 4448260, 51.761868917s
45, 1, 0, 57, 762.046375ms
30, 1, 0, 38, 593.102125ms
31, 1, 0, 3, 552.932208ms
22, 3, 1, 792822, 4.722912459s
29, 1, 0, 68, 583.007542ms
40, 1, 0, 29, 806.265208ms
47, 2, 1, 37164, 2.285413917s
53, 3, 2, 2442938, 1m 39.485549875s
8, 1, 0, 47, 8.685417ms
24, 2, 0, 165, 439.259417ms
62, 2, 1, 25869, 6.231963917s
95, 2, 1, 74011, 14.646610375s
73, 2, 1, 82153, 6.589116875s
43, 2, 1, 20978, 2.003256833s
19, 1, 0, 26, 124.739625ms
19, 1, 0, 33, 112.079917ms
90, 1, 0, 4, 7.021074583s
24, 3, 2, 4917470, 24.063629584s
54, 2, 1, 33090, 5.610069542s
5, 1, 0, 3, 4.373750ms
19, 3, 2, 1066225, 33.617608042s
22, 2, 0, 784, 332.082334ms
83, 1, 0, 23, 5.756025833s
59, 1, 0, 7, 1.862735291s
8, 1, 0, 14, 9.464583ms
69, 1, 0, 32, 3.108830750s
54, 2, 1, 15348, 3.105061667s
10, 2, 0, 313, 5.193843958s
8, 2, 1, 5195, 5.258911625s
12, 1, 0, 16, 18.471792ms
59, 1, 0, 70, 6.792145083s
93, 2, 0, 358, 28.559629708s
62, 1, 0, 165, 2.168139500s
10, 1, 0, 38, 29.351708ms
44, 2, 1, 48868, 2.184489625s
58, 1, 0, 19, 1.948732167s
21, 1, 0, 65, 204.699166ms
24, 1, 0, 29, 158.240041ms
43, 2, 0, 136, 2.983173792s
14, 2, 1, 8479, 936.434916ms
35, 1, 0, 47, 417.779083ms
7, 2, 1, 8678, 495.962792ms
31, 1, 0, 32, 367.700292ms
49, 1, 0, 23, 1.195487875s
22, 2, 1, 1466, 443.221417ms
62, 3, 1, 2096, 10.565334666s
22, 2, 1, 3323, 344.947084ms
21, 3, 1, 1096775, 6.389773500s
44, 3, 2, 1108616, 11.900874625s
45, 2, 0, 50, 3.244119166s
11, 3, 0, 6325, 260.053167ms
35, 1, 0, 15, 444.599875ms
31, 2, 1, 4284, 663.075750ms
18, 1, 0, 6, 89.637ms
62, 2, 1, 844, 4.091917708s
17, 1, 0, 37, 77.910167ms
85, 1, 0, 49, 5.630014125s
42, 1, 0, 65, 1.097586291s
55, 1, 0, 47, 1.525584667s
9, 3, 1, 135620, 4.905846500s
53, 3, 2, 4510127, 51.107936250s
23, 2, 1, 884, 326.123375ms
35, 2, 1, 29491, 1.241728417s
50, 1, 0, 8, 1.689490459s
11, 1, 0, 66, 36.938625ms
30, 2, 1, 5376, 833.730083ms
55, 3, 2, 11153978, 45.677132250s
32, 1, 0, 27, 347.522583ms
76, 3, 1, 92554, 38.663052375s
82, 3, 1, 260608, 45.948881167s
17, 2, 1, 6450, 609.398208ms
29, 2, 1, 23762, 1.758059875s
53, 2, 1, 42338, 4.640043583s
40, 1, 0, 80, 801.721042ms
10, 1, 0, 33, 57.066709ms
24, 2, 1, 11960, 758.724125ms
16, 2, 1, 5761, 687.726542ms
22, 2, 1, 3038, 330.464416ms
